,trial_id,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,params,params,params,params,params,params
,,,,,,boosting,colsample_bytree,drop_rate,max_depth,min_child_weight,min_data_in_leaf,min_split_gain,num_leaves,other_rate,reg_alpha,reg_lambda,skip_drop,subsample,top_rate
0,0,TrialState.COMPLETE,3.7174919859959545,2019-02-09 13:22:54.469716,2019-02-09 13:23:31.751415,goss,0.33924197251580296,,13,32.71500334746448,32,8.731738789086094,50,0.39587163901714617,14.879455982212832,18.82828484932744,,0.7269274028490376,0.5152456469844681
1,1,TrialState.COMPLETE,3.6557485177792395,2019-02-09 13:23:31.751671,2019-02-09 13:26:27.987679,goss,0.33695542689286934,,18,63.44918940053411,44,6.432913256510315,93,0.015219321942931801,13.048315586627178,8.993399035546839,,0.9284148528335734,0.9740297040189461
2,2,TrialState.COMPLETE,3.7145904558090437,2019-02-09 13:26:27.988014,2019-02-09 13:26:59.018016,goss,0.2786148404528929,,8,27.82131524770159,34,8.258183887164279,71,0.10868162232674117,12.64081431665125,23.698536077293298,,0.8606664143474195,0.5871939762067679
3,3,TrialState.COMPLETE,3.6655925594318752,2019-02-09 13:26:59.018431,2019-02-09 13:28:12.865623,goss,0.6775728121532043,,5,53.62754169196367,17,6.636612052982746,90,0.36828197432583665,20.70005687390394,7.5161978993322105,,0.8760070873490979,0.5913633901473474
4,4,TrialState.COMPLETE,3.6576718578568497,2019-02-09 13:28:12.866105,2019-02-09 13:29:38.021164,gbdt,0.9276251667613624,,20,40.55014349903235,27,12.451526023538477,25,,9.477858291836096,18.89770953807143,,0.943723383594359,0.822894232651185
5,5,TrialState.COMPLETE,3.6547642254317125,2019-02-09 13:29:38.021719,2019-02-09 13:32:25.468191,gbdt,0.6070709702034943,,20,41.7665533951046,22,13.03997188108682,82,,22.711051534263543,14.44640424796715,,0.5583561248978435,0.9484301208221397
6,6,TrialState.COMPLETE,3.652332486653684,2019-02-09 13:32:25.468811,2019-02-09 13:34:08.717940,gbdt,0.5026401278117729,,7,40.34673471088985,46,10.626788119130275,38,,15.031359714142734,8.78617944222966,,0.8320520063671808,0.6912991181624193
7,7,TrialState.COMPLETE,3.6517996366357837,2019-02-09 13:34:08.718627,2019-02-09 13:36:05.154631,gbdt,0.46775559064479233,,8,37.88433942552861,18,14.603164666580978,44,,15.236665829450551,16.791931917470837,,0.574273554170846,0.6924708799790757
8,8,TrialState.COMPLETE,3.825960343765769,2019-02-09 13:36:05.155401,2019-02-09 13:37:04.185787,dart,0.6956858719028737,0.09213249040565663,10,52.45195737411052,37,8.77295598692005,53,,17.68797194777747,17.84804886516263,2.5963157481480027e-07,0.8172680433055171,0.6256502640527485
9,9,TrialState.COMPLETE,3.652592058878721,2019-02-09 13:37:04.186631,2019-02-09 13:40:28.903519,gbdt,0.7462397069902176,,11,40.10815824314179,20,6.482365778457528,80,,22.64453612901693,23.094065306691935,,0.9818907303889464,0.9654284184680821
10,10,TrialState.COMPLETE,3.6840943295580404,2019-02-09 13:40:28.904532,2019-02-09 13:41:31.409928,dart,0.4689363481001149,0.0033694761179976504,15,72.61735759049658,25,14.488254265590742,39,,6.998509173941649,13.578897304107416,5.48652218653561e-05,0.6656977131031871,0.8102402027727492
11,11,TrialState.COMPLETE,3.6541752859650423,2019-02-09 13:41:31.410938,2019-02-09 13:43:07.022826,gbdt,0.478192783352118,,5,58.810854738605286,16,14.871427993379113,20,,5.323459448176088,12.102665022896714,,0.6324814761360944,0.7445133644994273
12,12,TrialState.COMPLETE,3.8418398463850076,2019-02-09 13:43:07.023931,2019-02-09 13:44:50.393590,dart,0.7823824506280583,0.2491924478372745,24,31.744366608344315,16,11.222931833456718,66,,18.983837106595537,5.23231656020346,0.009083048388519614,0.5018921434583953,0.8681972275085342
13,13,TrialState.COMPLETE,3.654247234701537,2019-02-09 13:44:50.394780,2019-02-09 13:47:05.850629,gbdt,0.8400699179088493,,16,65.40069357111007,27,13.11173943728322,37,,10.682663419555297,24.909903747896067,,0.5665575763407013,0.6913256839693684
14,14,TrialState.COMPLETE,3.6524920208542517,2019-02-09 13:47:05.851902,2019-02-09 13:49:30.710574,gbdt,0.5594908548956168,,12,47.56297606027061,22,14.905547961610488,61,,24.489305266560756,20.931730218895016,,0.5718924874711033,0.6641257876168085
15,15,TrialState.COMPLETE,3.652206446817246,2019-02-09 13:49:30.711922,2019-02-09 13:51:18.156665,gbdt,0.3907901159114863,,8,26.169710330627566,40,11.806511428039036,26,,7.748291754117549,11.804095552944446,,0.7350667332981505,0.7534264486460407
16,16,TrialState.COMPLETE,3.6531168706201775,2019-02-09 13:51:18.158101,2019-02-09 13:53:00.494365,dart,0.40634835634619826,1.6389939600866505e-08,5,46.08313056718221,28,9.860949009822578,50,,17.10226677660061,17.14885105065951,5.647004395623167e-08,0.6530069069057264,0.5012360752473406
17,17,TrialState.COMPLETE,3.6521512947744283,2019-02-09 13:53:00.495902,2019-02-09 13:54:43.081535,gbdt,0.3626161455453688,,8,25.633159541652674,38,13.984047854558362,27,,7.859010021914344,11.221009472930673,,0.7432210033558341,0.7607301094685759
18,18,TrialState.COMPLETE,3.651898275359108,2019-02-09 13:54:43.083125,2019-02-09 13:56:17.741415,gbdt,0.29306548313933195,,8,33.64178997443287,39,13.601368254034885,32,,9.926157599683668,11.292237826343097,,0.7761467309210538,0.9053037904213032
19,19,TrialState.COMPLETE,3.651777253749348,2019-02-09 13:56:17.743088,2019-02-09 13:58:02.204214,gbdt,0.27146398204277156,,10,33.590775062631366,43,13.868047431206271,43,,10.741076915286172,15.89900043715581,,0.79103743508219,0.9114071896041627
20,20,TrialState.COMPLETE,3.653158693280569,2019-02-09 13:58:02.206017,2019-02-09 13:59:50.986236,gbdt,0.2804897791716643,,13,35.96506110680704,48,12.18646847566757,43,,13.22177450910649,15.95231513016735,,0.6114708788878623,0.8842140932182784
21,21,TrialState.COMPLETE,3.6511989435538346,2019-02-09 13:59:50.988061,2019-02-09 14:01:54.004904,gbdt,0.43436643009293663,,10,28.92316053105905,44,14.974689474183947,59,,16.02884171342104,22.127364293994855,,0.6896792711613202,0.8363385720410808
22,22,TrialState.COMPLETE,3.6526785169356693,2019-02-09 14:01:54.006800,2019-02-09 14:03:55.960375,gbdt,0.5632149752170014,,10,31.280077357931763,43,5.4518128117447615,58,,11.532280228495853,21.80138468981524,,0.6807712050456065,0.8271075646632724
23,23,TrialState.COMPLETE,3.6541673935193764,2019-02-09 14:03:55.962351,2019-02-09 14:06:05.245347,gbdt,0.2607772833871118,,16,25.23080980649325,43,13.519254428440178,72,,17.705410478225446,20.796449279142312,,0.7024000154556274,0.921832719062508
24,24,TrialState.COMPLETE,3.652120408036688,2019-02-09 14:06:05.247404,2019-02-09 14:07:49.284893,goss,0.4104096009433165,,14,45.18423916119546,48,9.993045246953859,17,0.0006223836613291324,19.625533644231982,19.438209438669883,,0.7924694007700965,0.9992628628204631
25,25,TrialState.COMPLETE,3.6512873452091554,2019-02-09 14:07:49.287030,2019-02-09 14:09:58.225601,gbdt,0.5465699448399092,,10,29.08330851834655,35,11.289228710604077,63,,16.181283898995485,22.94896035819584,,0.9076370471248089,0.8682590375523934
26,26,TrialState.COMPLETE,3.6522083102082634,2019-02-09 14:09:58.227834,2019-02-09 14:11:40.783311,dart,0.5637610439418766,1.8813248963332075e-05,6,56.85965049616461,35,11.379484451276518,82,,21.879851370073492,23.681799378879287,0.034466758573909635,0.9139787013493226,0.8609186948556397
27,27,TrialState.COMPLETE,3.651721421280505,2019-02-09 14:11:40.785636,2019-02-09 14:14:11.177020,gbdt,0.6447314952884227,,11,29.062670969068577,30,7.581180321456497,63,,16.42028740962326,24.729013830680785,,0.9949512826375916,0.7813239702921762
28,28,TrialState.COMPLETE,3.703014858989288,2019-02-09 14:14:11.179436,2019-02-09 14:15:04.121557,goss,0.8597776354077258,,13,67.70560050937863,33,8.813360854198747,75,0.1669548028892424,15.336375461662866,22.1446417701321,,0.8853260612736842,0.7961558955807745
29,29,TrialState.COMPLETE,3.658158200721348,2019-02-09 14:15:04.124051,2019-02-09 14:17:10.690890,gbdt,0.9930636891463075,,19,44.22369808673221,41,10.576655721245377,50,,18.50676924299811,19.813466201583,,0.7128011818812596,0.8476210915882759
30,30,TrialState.COMPLETE,3.6548584749915904,2019-02-09 14:17:10.693457,2019-02-09 14:19:58.679643,goss,0.5357513902217177,,17,50.27815548666818,31,12.679632814814811,96,0.0016859434517105603,13.515734265905484,22.26577650156509,,0.9496606558462519,0.9981027285242078
31,31,TrialState.COMPLETE,3.652427807102788,2019-02-09 14:19:58.682306,2019-02-09 14:22:54.133126,dart,0.3378815441848131,9.345596915060686e-05,12,29.266780380375344,36,9.409720239141619,89,,20.245604399753795,24.41004367794811,0.4349878281081003,0.8413277563339656,0.729856326962012
32,32,TrialState.COMPLETE,3.6516961535378423,2019-02-09 14:22:54.135876,2019-02-09 14:24:56.277363,goss,0.4372268864879527,,9,36.373647164009334,46,7.377760755777098,66,0.02325146323062935,13.89448403638811,20.7912302594725,,0.7672448417300746,0.9389010664623018
33,33,TrialState.COMPLETE,3.651981884054736,2019-02-09 14:24:56.280211,2019-02-09 14:26:27.761516,gbdt,0.6279416024091422,,6,61.85169518312834,45,14.155120566630554,55,,15.945523283928033,18.83201827719467,,0.9009296633732714,0.8898218669485161
34,34,TrialState.COMPLETE,3.6632293532710114,2019-02-09 14:26:27.764410,2019-02-09 14:27:56.534137,goss,0.708851697586019,,22,43.00012599568309,41,10.96706427123329,77,0.035917448849218506,14.116896552959064,6.42917388697612,,0.5239249444349535,0.8477850274342097
35,35,TrialState.COMPLETE,3.6554810457985973,2019-02-09 14:27:56.537135,2019-02-09 14:30:34.646346,gbdt,0.5187598986837646,,15,69.34227097685456,34,11.86416934482728,88,,21.417976034722432,14.257125126931417,,0.9726898395881572,0.7189744880810557
36,36,TrialState.COMPLETE,3.653938206431313,2019-02-09 14:30:34.649427,2019-02-09 14:32:59.088424,gbdt,0.5967582975686273,,13,48.889778851717566,32,13.091281316243078,70,,12.365040150464907,17.877227720612417,,0.8522631408856876,0.8277122175657134
37,37,TrialState.COMPLETE,3.650587707905072,2019-02-09 14:32:59.091577,2019-02-09 14:39:45.376001,gbdt,0.6539693082625374,,7,55.28862041028549,37,7.829277512230943,47,,24.904659917448107,23.017569237539576,,0.6065006643773256,0.9729083891387322
38,38,TrialState.COMPLETE,3.6538120056753605,2019-02-09 14:39:45.379249,2019-02-09 14:41:25.211657,goss,0.918648828923968,,6,55.839009778567544,47,5.846929959046951,32,0.005273537951668516,23.654668538445716,20.193163013699838,,0.5273346798915107,0.9721485451615889
39,39,TrialState.COMPLETE,3.651062848190597,2019-02-09 14:41:25.214991,2019-02-09 14:43:30.714288,gbdt,0.785698447042713,,7,60.530684522136326,38,7.247765528302748,52,,24.92801631368065,23.90958210141402,,0.6147127800032735,0.5314781723683388
40,40,TrialState.COMPLETE,3.6891161805905552,2019-02-09 14:43:30.717664,2019-02-09 14:44:42.491634,dart,0.7956412234345371,0.004334937891002499,22,61.64098566234903,29,7.29264291503416,47,,24.978165366014984,23.89966865637183,0.00012064340684228868,0.6055560624024893,0.5026337324074736
41,41,TrialState.COMPLETE,3.6527076627611748,2019-02-09 14:44:42.495159,2019-02-09 14:46:45.076621,gbdt,0.9389340395789146,,7,74.27672987143694,25,8.061555718779475,53,,23.609645011002236,12.889770813002691,,0.5422383185663858,0.5422734606947908
42,42,TrialState.COMPLETE,3.6525786843459187,2019-02-09 14:46:45.080165,2019-02-09 14:48:28.888091,gbdt,0.7371198430566163,,7,71.14958814346424,37,6.005936544667606,33,,24.217508095465895,8.842357391209896,,0.608080146067497,0.5597110899255342
43,43,TrialState.COMPLETE,3.8369388012522747,2019-02-09 14:48:28.891718,2019-02-09 14:49:10.442813,dart,0.660629926860864,0.11701669881640127,9,52.697817915956456,39,8.247278818138806,22,,22.625753863129628,9.86526461120384,0.0014646121331121208,0.6460739097101416,0.6153019923423942
44,44,TrialState.COMPLETE,3.65492319731502,2019-02-09 14:49:10.446523,2019-02-09 14:50:36.403376,gbdt,0.8623279826821673,,5,65.45888032255921,25,6.732918074059777,46,,20.829217715607612,23.11257757445041,,0.5928610762287616,0.6415239846326514
45,45,TrialState.COMPLETE,3.6538217133940316,2019-02-09 14:50:36.407186,2019-02-09 14:52:49.979978,gbdt,0.8115828703917707,,18,58.523753559328604,41,5.175649602456266,40,,24.98093554767197,15.411175610869124,,0.5118677094337852,0.5272920610763667
46,46,TrialState.COMPLETE,3.7152297148678706,2019-02-09 14:52:49.983862,2019-02-09 14:53:16.461483,goss,0.7521095847855764,,21,54.56107912985601,31,9.325013213229017,35,0.3091646695795401,23.17280550758595,17.951802840578733,,0.6372194502593942,0.582519165985945
47,47,TrialState.COMPLETE,3.6538564914251324,2019-02-09 14:53:16.465469,2019-02-09 14:55:18.844216,dart,0.9088061883146297,1.5676199534236491e-06,12,51.32446742402009,23,7.824959010189319,29,,22.004138741462384,24.868195086539195,0.00404050218774449,0.5481797148986115,0.5689365092430317
48,48,TrialState.COMPLETE,3.6564973098203972,2019-02-09 14:55:18.848266,2019-02-09 14:57:40.855151,gbdt,0.965510492340117,,25,60.609485435324096,37,6.983800919548257,51,,18.974854476369977,21.430909377644376,,0.6763883266807736,0.6150761964440759
49,49,TrialState.COMPLETE,3.654532530830388,2019-02-09 14:57:40.859264,2019-02-09 14:59:53.279724,gbdt,0.7022978838246411,,14,64.27830295015605,33,8.659614753491859,40,,20.15485566430912,7.8826569935633195,,0.7247347048111094,0.6730147055647804
50,50,TrialState.COMPLETE,3.651161929001206,2019-02-09 14:59:53.283972,2019-02-09 15:01:50.901575,gbdt,0.5944238303633989,,7,67.93392909256987,27,6.019825583636138,67,,21.184359576097958,16.79594025460495,,0.6226502264424102,0.5250066120515315
51,51,TrialState.COMPLETE,3.652589598711335,2019-02-09 15:01:50.905882,2019-02-09 15:04:07.678038,gbdt,0.763393840129298,,9,47.997588556738826,38,9.24533571955794,56,,6.381460477044303,23.838512133215136,,0.6654461414247965,0.9404170412410953
52,52,TrialState.COMPLETE,3.654862391897308,2019-02-09 15:04:07.682430,2019-02-09 15:05:35.017793,dart,0.8443999646675703,1.0029163724800226e-08,5,59.258328207625276,19,10.469566744021206,20,,24.164571433147763,19.165153717133332,0.9929312319037351,0.5822748154363838,0.983687238755169
53,53,TrialState.COMPLETE,3.6543074800353175,2019-02-09 15:05:35.022251,2019-02-09 15:07:56.581647,gbdt,0.8118413852470707,,11,72.27427043282256,42,8.607797847429952,48,,17.6096517387099,18.288680650943675,,0.503732524944614,0.9567505167451594
54,54,TrialState.COMPLETE,3.7146411486474706,2019-02-09 15:07:56.586157,2019-02-09 15:08:32.262227,goss,0.897083082761279,,14,54.25649875662024,39,6.391967496521861,42,0.11304594648123019,9.18726297473618,10.339087717331203,,0.5591948811693132,0.595936149527857
55,55,TrialState.COMPLETE,3.65291790544292,2019-02-09 15:08:32.266823,2019-02-09 15:11:03.644423,gbdt,0.6773270625352493,,16,41.18305331491244,35,5.4986820604009115,58,,22.386971393941643,22.79234599763227,,0.755824637348679,0.6596485711072861
56,56,TrialState.COMPLETE,3.6542421538040726,2019-02-09 15:11:03.649118,2019-02-09 15:12:59.059187,gbdt,0.7260769233211916,,24,56.683238271196046,45,9.60351063557233,37,,18.084857866503217,14.471801146425925,,0.7006441757300574,0.9837524451330861
57,57,TrialState.COMPLETE,3.653446682020404,2019-02-09 15:12:59.063944,2019-02-09 15:14:39.740400,dart,0.7753930602845913,4.655135007596283e-06,6,46.44312979304842,33,6.9335793716345195,28,,19.88020883699508,20.19572235733814,1.6591604162069474e-06,0.8177672627909351,0.7119145299399084
58,58,TrialState.COMPLETE,3.652486515685615,2019-02-09 15:14:39.745253,2019-02-09 15:17:03.249657,gbdt,0.8824265416157594,,8,63.05396489716067,28,5.018333787335147,61,,24.943772104130854,21.314809430985683,,0.6662527354239787,0.5550892857013404
59,59,TrialState.COMPLETE,3.6554061090990055,2019-02-09 15:17:03.254633,2019-02-09 15:19:07.964350,gbdt,0.9625104667183668,,11,66.33565127318779,36,8.962489846677922,24,,14.724979003122646,17.09991396237164,,0.5899842865583246,0.7694422258011908
60,60,TrialState.COMPLETE,3.707895887767978,2019-02-09 15:19:07.969387,2019-02-09 15:19:49.373823,goss,0.4886305269615503,,9,38.190548947402824,40,6.252301502166402,86,0.19713286422895565,19.34340879251875,12.926842305300294,,0.6277473618535142,0.5062358365434584
61,61,TrialState.COMPLETE,3.655609866839037,2019-02-09 15:19:49.378978,2019-02-09 15:22:36.528338,gbdt,0.625483904920147,,17,50.651443330601346,42,10.293723976835647,93,,23.210882008018757,16.1535276863454,,0.5274946603117329,0.9273773590165398
62,62,TrialState.COMPLETE,3.650513768022988,2019-02-09 15:22:36.533578,2019-02-09 15:24:41.884985,gbdt,0.667864732544997,,8,59.174950161115106,30,8.021790442813048,45,,17.018862389097798,24.20636870149939,,0.718509060213284,0.8076614306859368
63,63,TrialState.COMPLETE,3.6531095437414627,2019-02-09 15:24:41.890344,2019-02-09 15:27:03.111212,dart,0.37018365915910484,1.473920107769137e-06,12,58.0378934246194,23,7.8421308996343475,45,,11.978239895614024,22.75262135822248,0.12781030800804083,0.7904398064956744,0.8092943592453092
64,64,TrialState.COMPLETE,3.6541941628991785,2019-02-09 15:27:03.116637,2019-02-09 15:29:17.818626,gbdt,0.6535651701902989,,6,39.00480440390484,17,9.717641533174668,16,,17.007725960114684,5.756088572639207,,0.718252424778974,0.8897230822175975
65,65,TrialState.COMPLETE,3.6511141758833077,2019-02-09 15:29:17.824577,2019-02-09 15:31:27.801222,gbdt,0.5754097853220334,,7,55.43381808140589,31,8.28258747979303,55,,11.101318268440878,24.229760485031306,,0.7373651109507376,0.9039804264421962
66,66,TrialState.COMPLETE,3.6521472863558544,2019-02-09 15:31:27.807467,2019-02-09 15:34:00.597716,gbdt,0.6876164668937494,,8,60.41649751918532,30,7.227328862616812,49,,8.2252609675748,23.302889326620875,,0.6484201262082264,0.6406778722982387
67,67,TrialState.COMPLETE,3.6539092519975696,2019-02-09 15:34:00.603332,2019-02-09 15:35:39.325667,gbdt,0.7154491248204594,,5,52.62117060524887,26,7.661798526396625,52,,6.020698600419893,24.999780488942438,,0.7557258792099828,0.7450374463392198
68,68,TrialState.COMPLETE,3.653720392058762,2019-02-09 15:35:39.331805,2019-02-09 15:38:14.839506,gbdt,0.8242183967855459,,10,62.96180739967083,34,9.045569150607431,35,,9.899918510298614,22.40188333236565,,0.6930284679571211,0.7901663453945981
69,69,TrialState.COMPLETE,3.6513828747191104,2019-02-09 15:38:14.845304,2019-02-09 15:40:21.971713,gbdt,0.45484733257741994,,8,70.7298039251057,36,6.6451902174196364,69,,21.739871662907902,21.634379987090686,,0.5658435279496831,0.9584127873581584
70,70,TrialState.COMPLETE,3.6521440601587685,2019-02-09 15:40:21.977706,2019-02-09 15:42:41.677113,gbdt,0.5106720122125052,,11,67.74588648805,32,8.262896697450108,62,,23.83888851987611,20.47217995952006,,0.6211390048777433,0.5905976079201981
71,71,TrialState.COMPLETE,3.651214828525719,2019-02-09 15:42:41.683088,2019-02-09 15:44:41.133426,gbdt,0.6703530615123516,,7,64.67088354075224,21,10.095507851144491,43,,20.568184199721358,19.69815098169242,,0.8073584340001145,0.866439132793933
72,72,TrialState.COMPLETE,3.651409360972675,2019-02-09 15:44:41.139536,2019-02-09 15:47:37.351457,gbdt,0.7812337221994012,,9,49.23934196448094,29,5.677804139534421,72,,24.555605175367823,24.319120420116413,,0.6595495407465817,0.7008635191420431
73,73,TrialState.COMPLETE,3.6525475823866387,2019-02-09 15:47:37.358017,2019-02-09 15:49:52.923273,gbdt,0.6044420548825543,,10,57.62399137196746,38,10.866244838970218,41,,12.637427235867552,23.42633316550235,,0.7089333337999363,0.9962401706331288
74,74,TrialState.COMPLETE,3.710076818183385,2019-02-09 15:49:52.929821,2019-02-09 15:50:17.416110,goss,0.6388764098158408,,6,60.72571973520521,40,7.103037937436648,59,0.27734799288935247,23.06855242102342,21.090146117451276,,0.679245116241611,0.5365930889768016
75,75,TrialState.COMPLETE,3.653374492059308,2019-02-09 15:50:17.422804,2019-02-09 15:51:48.199636,gbdt,0.5813349059436923,,5,51.64015242609425,34,7.501448400439832,64,,16.75460488027324,18.34668774324337,,0.5436818522045148,0.8136503998825668
76,76,TrialState.COMPLETE,3.6524431890891096,2019-02-09 15:51:48.206254,2019-02-09 15:54:37.852332,gbdt,0.536168598433798,,15,53.54864831039477,44,8.051308044440015,45,,18.72717067813622,21.918053593704364,,0.8743739975631268,0.9150041657234051
77,77,TrialState.COMPLETE,3.6519696171170866,2019-02-09 15:54:37.859216,2019-02-09 15:57:07.780835,gbdt,0.7315692949070871,,8,59.329935064505364,37,6.845664583343817,54,,14.5328808185591,24.964645511710636,,0.5975021202782221,0.676607234200976
78,78,TrialState.COMPLETE,3.6525015467213096,2019-02-09 15:57:07.787410,2019-02-09 15:59:40.059937,dart,0.7973443132830051,3.165683256760259e-08,9,42.59047061757787,30,6.2657675898729375,38,,21.110019164812584,22.599832359423093,9.756587270415584e-06,0.5801815850214614,0.6414179718607151
79,79,TrialState.COMPLETE,3.6653134648192953,2019-02-09 15:59:40.067662,2019-02-09 16:00:37.734019,goss,0.6138088021240272,,12,69.10362462019083,33,5.194149786538884,30,0.052459155564386246,15.729088652782048,24.29425433272598,,0.6353130917925566,0.847015600412733
80,80,TrialState.COMPLETE,3.6524893009594117,2019-02-09 16:00:37.741303,2019-02-09 16:02:45.421424,gbdt,0.7529563637350349,,6,66.1864959820043,26,8.491503428302655,77,,5.024756925081876,19.169973288857356,,0.7287589808393911,0.6035049649365261
81,81,TrialState.COMPLETE,3.651627301882494,2019-02-09 16:02:45.428382,2019-02-09 16:04:45.599495,gbdt,0.7065830164149668,,7,62.0341727128118,35,9.00768772742065,35,,15.381231791024863,23.620763450777464,,0.7491212421775149,0.9307505505245244
82,82,TrialState.COMPLETE,3.6544275423332673,2019-02-09 16:04:45.606726,2019-02-09 16:07:42.353964,gbdt,0.8802378443603719,,14,44.84628510142625,28,6.5066259625511265,48,,18.10705194998664,20.55152422471949,,0.7718800363136215,0.8826099969931387
83,83,TrialState.COMPLETE,3.653805709477666,2019-02-09 16:07:42.360925,2019-02-09 16:10:48.712596,dart,0.8334410409203128,3.837677168620572e-05,11,47.187140700133924,47,11.617151948471644,57,,13.193540659005134,19.86475574587807,0.047627470825189464,0.6156148376490636,0.5179545223449902
84,84,TrialState.COMPLETE,3.6536335276577936,2019-02-09 16:10:48.719796,2019-02-09 16:13:08.762313,gbdt,0.5505132041165994,,13,74.76102560373923,24,7.847274230990516,65,,22.169159877946033,18.60095855890129,,0.6795593065651371,0.7321528689328978
85,85,TrialState.COMPLETE,3.6553461694290923,2019-02-09 16:13:08.769455,2019-02-09 16:15:00.125347,goss,0.6407230602392118,,19,55.74812559936843,43,8.419254635919744,51,0.05036991936516558,19.442348764315028,21.993019043860436,,0.6899409326228615,0.8992805262782657
86,86,TrialState.COMPLETE,3.6534128398260237,2019-02-09 16:15:00.132594,2019-02-09 16:17:21.843440,gbdt,0.3081057232258593,,10,48.66013087000201,40,9.584430358737148,60,,22.86457457730459,17.464051364235736,,0.5122527032189421,0.5749702294270104
87,87,TrialState.COMPLETE,3.655085992431821,2019-02-09 16:17:21.850873,2019-02-09 16:19:27.222212,gbdt,0.9448798916005257,,5,72.59188361328664,36,8.802606301373052,26,,21.546910266617047,16.244904534772935,,0.6411164673784328,0.9429863417115176
88,88,TrialState.COMPLETE,3.65141244148739,2019-02-09 16:19:27.229966,2019-02-09 16:21:33.113648,gbdt,0.6873986931939411,,8,57.260715786796446,38,6.048046042908376,32,,9.188453621844102,24.691729292691747,,0.5556447411837757,0.5518733921090038
89,89,TrialState.COMPLETE,3.6515548865843606,2019-02-09 16:21:33.121205,2019-02-09 16:23:23.857407,dart,0.49853063980742685,2.275384133077452e-07,7,69.62250697153624,31,7.402818014274763,74,,8.472836819021914,15.10344051197723,1.2798754121850213e-08,0.8382025170670622,0.9847972201086839
90,90,TrialState.COMPLETE,3.676645256250027,2019-02-09 16:23:23.865028,2019-02-09 16:24:20.319127,goss,0.523290183678212,,9,64.24054812483436,42,9.955030166717929,67,0.07439517955714947,24.457737400641907,23.93182350531052,,0.5731824138808013,0.876478740298475
91,91,TrialState.COMPLETE,3.6566741474679203,2019-02-09 16:24:20.326968,2019-02-09 16:26:52.775702,gbdt,0.8600249742727125,,12,53.56616630353812,39,8.06572449565545,47,,18.283993087799335,7.083707565599978,,0.6024307477828187,0.6251009810715076
92,92,TrialState.COMPLETE,3.6533342174179664,2019-02-09 16:26:52.783511,2019-02-09 16:29:18.470982,gbdt,0.6626334253870709,,13,74.03411507248772,29,5.374432206716901,37,,13.71163019384528,21.39551997986233,,0.6556690311221681,0.777219757752381
93,93,TrialState.COMPLETE,3.6535319150817864,2019-02-09 16:29:18.478825,2019-02-09 16:30:56.861526,gbdt,0.7963971587926528,,6,60.017708374729075,32,10.213257031996609,39,,17.436590581190558,13.394133602172554,,0.535712943802791,0.7547038769019282
94,94,TrialState.COMPLETE,3.651857255297687,2019-02-09 16:30:56.870132,2019-02-09 16:32:51.308400,dart,0.4265571289754711,1.4576167570912832e-07,10,54.77575579512106,45,7.127161088721722,53,,20.54644724172495,22.914030503664705,1.1007601662064828e-08,0.8225144843748992,0.6520991934895795
95,95,TrialState.COMPLETE,3.6544749788955704,2019-02-09 16:32:51.316473,2019-02-09 16:34:32.113724,gbdt,0.4735119502236441,,5,49.829098550286645,33,9.2063559914909,23,,7.1656459403065575,9.696276270548779,,0.7811107043180561,0.9558941685353399
96,96,TrialState.COMPLETE,3.652155184462797,2019-02-09 16:34:32.121964,2019-02-09 16:37:28.551180,goss,0.5808037886081608,,16,43.81878703232193,20,5.755204785570206,83,0.02435960494458571,23.554016515932904,22.267216086652855,,0.9343584268870073,0.971374074761807
97,97,TrialState.COMPLETE,3.654425099930603,2019-02-09 16:37:28.559423,2019-02-09 16:40:21.414238,gbdt,0.7420298026528226,,23,51.61814708486944,41,6.56713463671587,44,,19.849897144761997,12.30904499522341,,0.6706206829754752,0.6865584294537683
98,98,TrialState.COMPLETE,3.652942429693977,2019-02-09 16:40:21.422596,2019-02-09 16:42:41.372732,gbdt,0.6177018921672353,,17,62.07023824013467,35,10.973280207579894,30,,24.82746299938445,23.26158093733158,,0.8052199356089941,0.8393504309523768
99,99,TrialState.COMPLETE,3.6539847159417613,2019-02-09 16:42:41.381178,2019-02-09 16:45:50.266719,gbdt,0.766683604299861,,20,35.68981881640245,37,7.666285691229636,50,,11.51293805987427,21.0028330883601,,0.5868116536666317,0.5393573641696789
